"Cód Admin";"Cód Suc";"Desc";"Precio"
3047;551;QUESO CHEDDAR;20999.900
4970;552;MOLINILLOS;4899.990
4961;553;RECARGAS;6049.990
1253;554;COOKIES VAINI C SEMILLAS;2399.990
1051;555;NUEZ TROZADA;35199.960
3098;556;ESCABECHE DE CORDERO;0.000
4302;557;ALMOHADITAS RELL AVENA;599.900
3111;558;VIENA COPETIN FRIOLIN;19999.990
3113;559;CHORIZO ALEMAN FRIOLIN;17499.990
0;560;PAN DOBLE SALVADO CHICO DON YE;0.000
3208;561;PECHUGA DE PAVO;41599.900
2616;562;MERM CIRU LIGHT LAS QUINAS;6999.990
4268;563;PALITOS SABOR QUESO;10999.900
4267;564;PALITOS SABOR JAMON;10999.900
2066;565;MERM CIRU CORMILLOT;2499.990
2213;566;EST.CART.RUTINI CAB/MALB;22999.990
0;567;BARRA PAULINA X 1/4 KG;14999.960
3026;568;MASCARPONE FESTA;4899.990
2068;569;MERM DAMASC CORMILLOT;2499.990
2018;570;CHAMPAGNE SAN FELIPE EXTRA;7299.990
0;571;DANETTE;90.000
0;572;PATEGRAS DON FELIPE;0.000
2582;573;CERV BLEST PILSEN X 355 CC;3499.990
2179;574;VINO RUTINI CAB MERLOT;11499.990
2126;575;VINO F MAGNOLIA MALBEC;6799.990
3212;576;MERM.FRUTILLA LOS CAROLINOS;3899.990
2060;577;CHAMPAGNE SAN FELIPE NATURE;0.000
0;578;PAN HAMB ALM Y SEMILLAS;88.000
1442;579;MIEL CREMOSA OPTIMA ORALI;0.000
2215;580;EST. TRUMPETER RES BLEND;18499.990
0;581;PROMO 14;7699.990
2219;582;VINO SADE BCO. DULCE NATURAL;4599.990
2585;583;CERV BLEST APA BOTELLA;3699.990
5161;584;EST. CART. S.FELIPE MALB X 750;8499.990
2064;585;MERM NARAN CORMILLOT;2499.990
4923;586;ACEITUNAS MIXTAS M.W;43999.900
1441;587;MIEL LIQUIDA OPTIMA ORALI;0.000
3309;588;MERM.ZAPALLO LOS CAROLINOS;3599.990
4075;589;PATEGRAS LA FAMILIA;0.000
2023;590;VINO FINCA GABRIEL MALBEC;4099.990
2024;591;VINO FINCA GABRIEL CABERNET;4999.990
3068;592;POLLO C/ACEITUNAS;0.000
3069;593;POLLO C/CHAMPIGNON;0.000
3067;594;POLLO C/MORRON;0.000
3070;595;POLLO C/PALMITOS;0.000
4924;596;AC.VDE RELL NATURAL;35999.900
2017;597;CONFIT. CEREZA EL BOLSON;8299.990
2831;598;NACHOS CHEDDAR X 85 G;1999.990
4261;599;TUTUCAS;0.000
2190;600;VINO P OASIS SUR BONARDA;5999.990
5078;601;MERM.HIGO LOS CAROLINOS;3599.990
3216;602;MERM.NARANJA LOS CAROLINOS;3599.990
3308;603;MERM.DURAZ LOS CAROLINOS;3599.990
3171;604;JAMON NATURAL PROMO X 100 G;21999.900
3843;605;TAPA PASC PREMIUM ORALI;2499.990
2682;606;BAT.C/CHOC ESNAOLA X 350 G;2499.990
3079;607;ESCABECHE DE PATI;0.000
2676;608;BATATA ESNAOLA X 350 G;2499.990
2830;609;NACHOS PANCETA X 85 G;1999.990
0;610;PROMOCION 12;8199.990
3804;611;TAPA PARA PASTELITOS;1099.990
2191;612;VINO P OASIS SUR CAB FRANC;9899.990
2048;613;MERM. ARAND LIGHT CORMILLOT;3199.990
3190;614;PAN MULTICEREAL VENEZIANA;2999.990
2192;615;VINO P OASIS SUR CAB SAUV;9899.990
2349;616;EST. SAN FELIPE CAB ROBLE;6299.990
0;617;NACHOS SIN GLUTEN;0.000
3062;618;QUESO GOUDA SIN SAL;22999.990
3800;619;TORTILLAS ORALI;1699.990
0;620;FONTINA LA FAMILIA;0.000
1993;621;PIZZETAS MALU CEBOLLA;0.000
2999;622;QUESO UNT.JAMON PAULINA;2399.990
2998;623;QUESO UNT.CLASICO PAULINA;2399.990
3580;624;MANTECA DON FELIPE X 200 G;0.000
2832;625;NACHOS RESTO X 200 G;0.000
4033;626;REGGIANITO DON SEVERINO;23999.990
0;627;CERV BUDWEISER X 473 CC;0.000
2218;628;VINO TRUMPETER CAB. SAUV;8599.990
1043;629;MIX DE FRUTAS NEVADAS;23999.960
1223;630;TARTELETAS;0.000
3211;631;CARRE DE POLLO LOS CALVOS;0.000
2022;632;CONFIT. FRUTILLA EL BOLSON;8599.990
2316;633;ROSCAS PRETZELS C/SESAMO;0.000
2317;634;PRETZELS AUTENTA X 150 G;5099.990
2193;635;VINO P OASIS SUR MALBEC;9899.990
3060;636;TYBO CRIOLLO FERMIER;0.000
2296;637;PALITOS LARGOS X 150G.;5099.990
0;638;PROMO 15;12499.990
4042;639;PARMESANO MELINCUE;17999.990
2701;640;CREMA PAULINA;2399.990
0;641;PROMO JAMON CRUDO Y QUESO;7699.990
2323;642;MERM.MEMB LIGHT S/AZUC CORMILL;0.000
4029;643;ROMANITO OFERTA;0.000
0;644;NUEZ CON CASCARA OFERTA;659.900
0;645;PROMO 8 (JAMON Y QUESO);7499.990
2595;646;CERV BLEST APA LATA;3699.990
4761;647;AC VDE C/PROVOLONE;44999.900
0;648;PAN ARABE VAL MAIRA;2500.000
0;649;PROMO 16;9799.990
3166;650;JAM.COCIDO BAJO EN SODIO;18599.900
3809;651;SALSA DE AJI SUAVE VANOLI;2499.990
4041;652;SARDO MIGUE;21999.990
4038;653;REGGIANITO MELINCUE;21599.990
0;654;TOMATES EN ACEITE;31999.900
5158;655;VINO F LA LINDA MALBEC;8599.990
2688;656;BAT.C/GUIN. ESNAOLA X 350 G;0.000
0;657;PAN FARGO DIET S/SAL CHICO;115.000
0;658;PAN LACT FARGO X 900 GRS;315.000
2155;659;CHAMP NORTON EXT BRUT COS ESPE;7999.990
0;660;PALITOS DE MAIZ CELIACOS;0.000
2144;661;VINO NORTON CABERNET;6999.990
2145;662;VINO NORTON MALBEC;6999.990
2553;663;CERV. BAVARIA 8.6 LATA;0.000
3842;664;TAPA PASC MIX DE SEMILLAS ORAL;3299.990
3834;665;PIONONO ORALI;2999.990
1685;666;MOST A LA ANTIGUA X 200 G;0.000
0;667;CERVEZA STELLA ARTOIS;3500.000
2583;668;CERV BLEST SCOTCH X 355 CC;3499.990
0;669;ALFAJORES DE MAICENA;2300.000
1054;670;MELON GLASEADO;0.000
1046;671;ANANA GLASEADO;50999.900
0;672;CREMOSO ESF X 1/2 HORMA;7399.990
3364;673;SALAMIN FINO ATM CAGNOLI;0.000
2284;674;VINO LA VUELTA CABERNET;4499.990
1026;675;MANI CON CHOCOLATE;3749.990
1031;676;PASA DE UVA CON CHOCOLATE;3899.990
3221;677;SALAME MONTESANO P/FINO;0.000
5023;678;VINO BIANCHI DOC CABERNET;0.000
3375;679;SALAMIN GRUESO ATM CAGNOLI;0.000
2967;680;QUESO BRIE;36999.990
5024;681;VINO BIANCHI DOC MALBEC;0.000
5056;682;VINO BIANCHI MALBEC;0.000
5055;683;VINO BIANCHI CABERNET;0.000
2331;684;MERM DIET LIMON C MICO;7559.990
0;685;CEPITA X 250 CC;45.000
1252;686;ALF CHOCO BL LA BUSTINCER;2399.990
2590;687;CERV BLEST BOCK LATA;3799.990
4922;688;AC NEG CON PROVOL;45399.900
4264;689;MANI JAPONES;7999.900
0;690;PAN DE MIGA;5.990
2096;691;MERM.FRAMB S/AZUC CORMILLOT;5099.990
2332;692;MERM DIET DURAZ C MICO;8259.990
0;693;VINO NORTON CHARDONAY;0.000
2311;694;PRETZELS BB X 35G;0.000
3073;695;ESCABECHE DE YACARE;0.000
3193;696;TORTA DULC DE LECHE VENEZIANA;0.000
2340;697;EST LUIGI BOSCA X 3 U;1550.000
0;698;CERVEZA CORONA X 330 CC;2600.000
0;699;CEPITA BOT X 1 L;3000.000
0;700;JAMON CRUDO PROMO X 100 GRS;23999.900
3281;701;PANC AHUMADA EST SAN FRANCISCO;37999.900
3318;702;SALAMIN FINO EST SAN FRANCI;35999.990
0;703;CASANCREM POTE X 320GRS.;220.000
2056;704;MERM.CIRU LOS CAROLINOS;3599.990
1684;705;MOST A LA MIEL X 200 G;0.000
0;706;PAN VALMAIRA DE ALGARROBA;0.000
4335;707;PAPAS C/PIMIENTA NUEST SABORES;1399.990
5112;708;TABLA ASADO/PICADA N3;0.000
0;709;COCA COLA LIGHT 1.5;95.000
3319;710;SALAMIN GRUESO EST SAN FRAN;35999.900
3807;711;TAPA EMP TIO RAULO;0.000
1038;712;NUEZ CON CASCARA;13599.900
2328;713;VINO RUTTINI CAB/SYRAH;2949.990
0;714;CREMIX C/FRUTA PACK;75.000
0;715;YOGURISIMO GO;220.000
3323;716;LONGANIZA EST SAN FRANCISCO;35999.990
5077;717;TABLA ASADO N3;0.000
0;718;MOZZARELLA BARRANCAS;0.000
5070;719;TABLA ASADO N4;0.000
5103;720;TABLA ASADO/PICADA;0.000
5110;721;TABLA JAMON GRANDE;0.000
0;722;TABLA JAMON MEDIANA;440.000
5106;723;TABLA LECHONERA;0.000
2315;724;PRETZELS AUTENTA X 300 GRS;7899.990
2554;725;CERV. BAVARIA PREMIUM LATA;0.000
5105;726;TABLA OVALADA DOS ASAS DOBL;0.000
3523;727;CHOCOLATADA CINDOR X 1 L;4499.990
5121;728;TABLA PIZZA Y PICADA CUADRA;0.000
5079;729;TABLA PIZZA Y PICADA REDOND;0.000
2322;730;MERM. GROSELLAS C MICO;0.000
0;731;TABLA CUATRO CUENCAS;0.000
2347;732;EST.CART. S FELIPE ROBL MAL;9099.990
3507;733;LECHE LS LARGA VIDA;2099.990
3508;734;LECHE LS DESC LARGA VIDA;2049.990
0;735;LECHE CARTON;2150.000
3044;736;PATEGRAS SAB. PIMIENTA;27499.990
2133;737;VINO SAN FELIPE SANGIOVESE;0.000
3194;738;TORTA C/CHIPS DE CHOCO VENEZIA;0.000
1689;739;MOST FIN HIERB X 200 G;0.000
3007;740;QUESO CREMA ALIOLI PAULINA;3099.990
3008;741;QUESO CREMA PAULINA;3199.990
3009;742;QUESO CREMA LIGHT PAULINA;3199.990
2552;743;CERV. BITBURGUER LAGER;0.000
0;744;PREPIZZA DE CEBOLLA;30.000
1225;745;TARTELETAS CHICAS PUPPIS;5799.990
1406;746;MERM CIRUELA ESNAOLA;0.000
0;747;TOSTADAS FARGO;100.000
0;748;TOSTADAS SIN SAL;4.250
1407;749;MERM DAMASCO ESNAOLA;0.000
0;750;TABLA SAN FRANCISCO CHICA;35999.990
1405;751;MERM NARAN ESNAOLA;0.000
0;752;CERVEZA IGUANA;4600.000
3042;753;PATEGRAS SAB. AHUMADO;27499.990
0;754;TABLA CRIOLLA CHICA;29999.990
0;755;TABLA ITALIANA CHICA;49999.990
0;756;TABLA PAMPEANA CHICA;0.000
0;757;AGUA GLACIAR X 1.5L S/G;110.000
0;758;AGUA GLACIAR X 2L S/G;118.000
0;759;TABLA IBERICA CHICA;35999.990
2550;760;CERV. DE ARROZ TSINGTAO LATA;0.000
3041;761;PATEGRAS SAB. AJI;27499.990
0;762;TABLA DE QUESOS CHICA;36999.990
2594;763;CERV BLEST HONEY LATA;3999.990
1302;764;ALFAJOR BCO LA ALDEA;1349.990
0;765;TABLA SAN FRANCISCO MEDIANA;48999.990
0;766;TABLA CRIOLLA MEDIANA;41999.990
3374;767;SALAME DE CERDO CAMPO AUSTRAL;27599.900
0;768;CERVEZA BOCK;50.000
1300;769;ALFAJOR MAICENA LA ALDEA;0.000
0;770;COCA COLA X 600 LIGHT;60.000
1325;771;BANANITAS CHIPS;0.000
0;772;SPRITE X 1.5LT;140.000
0;773;SCHWEPES POMELO X 1.5 L;145.000
0;774;POWERADE X 500 CC;1600.000
0;775;COCA COLA ZERO 1 1/2 LITRO;125.000
0;776;COCA COLA ZERO X 600 CC;52.000
1683;777;MOST ALEMANA X 200 G;0.000
2122;778;VINO SAN FELIPE ROBLE TARDIO;0.000
1301;779;ALFAJOR NGRO LA ALDEA;1349.990
4487;780;VAINILLAS;0.000
2591;781;CERV BLEST IPA LATA;3999.990
0;782;TABLA CHACARERA CHICA;32999.990
0;783;TABLA CHACARERA MEDIANA;45999.990
0;784;TABLA CHACARERA GRANDE;88999.990
3432;785;PALETA OFERTA X 1/4;6703.960
4336;786;CHIPS MAIZ Y CHIA NUEST SABORE;1399.990
0;787;PAN REBANADO DIMAX;0.000
4047;788;LECHE EN POLVO LA PAULINA;0.000
2687;789;POSTRE BOMBON ESNAOLA X 350 GR;0.000
0;790;TORTILLA MEXICANA TIA ROSA;2800.000
1686;791;MOST DIJON X 200 G;0.000
3071;792;PAVITA C/MOSTAZA;0.000
3072;793;PAVITA C/PASAS DE CIRUELA;0.000
2016;794;CONFIT. DURAZNO EL BOLSON;7999.990
0;795;PALETA LAMBARE X 100 GRS;7299.900
0;796;TABLA ITALIANA MEDIANA;69999.990
0;797;JUGO SOL Y FRUTA X 1 L;0.000
2176;798;VINO NORTON ROBLE SYRAH;0.000
0;799;TAPAS EMP DIMAX;0.000
0;800;LEVADURA EN POLVO LEVEX;0.000
5162;801;EST. CART. RUTINI CAB/MAL X;21999.990
4128;802;QUESO MORBIER CON CENIZA;52999.900
0;803;TABLA TRADICIONAL CHICA;32999.990
0;804;YOGURT SER DESC.C/FRUTA 180;4600.000
0;805;YOGOURT SER DESCR. C/CEREAL;140.000
3369;806;CHORIZO SECO DE PURO CERDO;38999.990
0;807;PROMO 20;6799.990
0;808;TABLA TRADICIONAL MEDIANA;45999.990
0;809;TABLA TRADICIONAL GRANDE;87999.990
0;810;BAGUETIN RUSTICO;0.000
1097;811;BARRA CON OREGANO;23399.900
1251;812;ALF CHOC NEG LA BUSTINCER;2399.990
0;813;TAPA PASC DIMAX;0.000
1224;814;TARTELETAS MEDIANAS PUPPIS;5799.990
2087;815;CONFIT. MANZANA EL BOLSON;6199.990
5100;816;TABLA EUCALIPTO 4 CUENCAS;10999.990
2111;817;VINO NINA DULCE COS. TARDIA;9299.990
0;818;TABLA PAMPEANA MEDIANA;0.000
0;819;TABLA IBERICA MEDIANA;48999.990
5099;820;TABLA EUCALIPTO JAMON GRANDE;34999.990
2222;821;VINO CRUZ ALTA MALBEC;6999.990
2206;822;VINO TRUMPETER MALBEC X 750;8599.990
5098;823;TABLA EUCALIPTO JAMON MEDIANA;18599.990
0;824;PAN FARGO ZANAHORIA Y SEMILLAS;165.000
0;825;COCA COLA X 237CC.;1050.000
0;826;TABLA DE QUESOS MEDIANA;49999.990
4044;827;PATEGRAS MELINCUE;13999.990
2683;828;MEMB. ESNAOLA X 350 G;2999.990
3805;829;TAPA EMP SIN TACC ORALI;2699.990
0;830;AGUA M.VILLA VICENCIO X1.5L;55.000
4004;831;LECHE ENT VERONICA;0.000
3200;832;TORTILLA INTEGRAL VENEZIANA;0.000
2551;833;CERV. KOSTRITZER NEGRA LATA;0.000
0;834;PASTRON CASERO;0.000
2333;835;MERM DIET FRUT ROJ C MICO;8199.990
0;836;TABLA SAN FRANCISCO GRANDE;89999.990
0;837;TABLA CRIOLLA GRANDE;73999.990
5155;838;VINO F LA LINDA MALBEC ROSE;8599.990
0;839;*2 TABLA ITALIANA GRANDE;64999.990
4293;840;ALMOHADITAS DE FRUTILLA;0.000
5165;841;CHAMP F. LA LINDA BRUT NATURE;0.000
0;842;TABLA PAMPEANA GRANDE;0.000
3512;844;LECHE LS SACHET DESCREMADA;1599.990
2592;845;CERV BLEST PILSEN LATA;3999.990
0;846;CERVEZA BUDWEISER X 355CC.;75.000
3373;847;SALAME A LAS FINAS HIERBAS;32499.900
1995;848;PIZZETAS COPETIN ADSER;2199.990
0;849;SPRITE X 1.75 L;0.000
3104;850;PASTA DE BERENJENAS;0.000
4960;851;MOLINILLO FINAS HIERBAS;6999.990
0;852;CIABATTA OLIVA;0.000
3043;853;PATEGRAS SAB. ALBAHACA;27499.990
0;854;MONSTER ENERGY;2500.000
3105;855;AJO PICADO EN AC GIRASOL;4899.990
2090;856;VINO CEPA TRADICIONAL;7999.990
4097;857;PROVOLONE MIGUE;27499.990
2363;858;VINO CIRCUS CABERNET;3999.990
1022;859;ANANA GRANCHEF;0.000
0;860;TABLA IBERICA GRANDE;89999.990
5125;861;EST.STA JULIA X 2U CAB/MAL;17599.990
2362;862;VINO CIRCUS MALBEC;3999.990
4295;863;ALMOHADITAS DE AVELLANA;0.000
2298;864;FERNET BRANCA X 750 ML;16999.990
0;865;PAN ARABE COPETIN PITAS;0.000
0;866;CERVEZA STELLA ARTOIS DESCA;1550.000
0;867;COCA COLA X 1.75 L;4000.000
1413;868;MERM FRUT ESNAOLA;5799.990
1415;869;MERM. FRUT LIGHT ESNAOLA;0.000
0;870;PICADA ESPECIAL 2;0.000
1992;871;PIZZETA INTEGRAL MALU;0.000
0;872;PAN LACTEADO GRANDE DON YEYO;0.000
4294;873;ALMOHADITAS DE CHOCOLATE;0.000
3039;874;PATEGRAS SAB. OREGANO;26599.990
1414;875;MERM CIRU LIGHT ESNAOLA;0.000
1417;876;JALEA DE MEMBRILLO ESNAOLA;0.000
2093;877;VINO TRUMPETER RESERVA MALB;11299.990
2684;878;BAT. C/CHOCO SACHET ESNAOLA;2499.990
2686;879;BATATA SACHET ESNAOLA X 500 GR;2499.990
0;880;CERVEZA HEINEKEN X 1LT.;220.000
0;881;TABLA DE QUESOS GRANDE;89999.990
0;882;COCA COLA LATA X 330 CC;70.000
2102;883;VINO MALBEC SAN HUBERTO;3899.990
2343;884;VINO TRUMP RES CABERNET;11299.990
0;885;RED BULL LATA;3600.000
3964;886;CREMOSO OFERTA;7899.990
2101;887;VINO CABERNET SAUV.SAN HUBE;3799.990
3012;888;QUESO DE CABRA AHUMADO;0.000
0;889;BUDIN LIGHT;180.000
2685;890;MEMB.SACHET ESNAOLA;2999.990
0;891;CERVEZA HEINNEKEN DESCARTAB;1950.000
0;892;TABLA MADERA MINI PIZZERA;499.990
0;893;TABLA MADERA 3 CUENCAS;0.000
0;894;CREMA LIGHT;105.000
4250;895;PAPAS KRACH S/SAL X 55 GRS;1599.990
3106;896;AJO PICADO EN AC OLIVA;4899.990
5064;897;VINO TRUMP RES PETIT VERDOT;675.990
3174;898;LONGANIZA CASERA;0.000
0;899;BUDIN CASERO;180.000
5004;900;TABLA EUCALIPTO MINI PIZZERA;10999.990
2300;901;GALLET.BIZANTINA GLUTEN;0.000
4297;902;ALMOHADITAS RELL AVELLANA;699.900
2305;903;GALLET BIZANTINA SALVADO;0.000
2307;904;GALLET BIZANTINA SEMOLA;0.000
0;905;AZAFRAN MOLIDO/HEBRAS;0.000
0;906;PAN P/PANCHO Y HAMB.LACTAL;1800.000
2306;907;GALLET BIZANTINA S/SAL;0.000
0;908;YOGURT BEBIBLE X 1 L;210.000
2131;909;VINO RUTINI MERLOT;1099.990
2334;910;MERM DIET FRAMB C MICO;14999.990
2150;911;VINO NORTON BCO.COS.TARDIA;3899.990
2304;912;GALLET BIZANTINA MAIZ;0.000
2132;913;VINO RUTINI MALBEC;28999.990
2378;914;VINO ESCORIHUELA GASC CAB FRAN;9499.990
2134;915;VINO RUTINI CABERNET;23999.990
0;916;VINO TRUMPETER MERLOT;43.900
0;917;JAM.NAT EST SAN FRANC X 1/4;27599.960
2673;918;BATATA ESNAOLA LATA X 700 G;6499.990
4070;919;BARRA TYBO;18099.900
0;920;PROMOCION 10;6999.990
0;921;PROMOCION 11;7399.990
2139;922;VINO NORTON CLASICO TINTO;6499.990
2140;923;VINO NORTON CLASICO BLANCO;6499.990
2309;924;GALLET BIZANTINA LIGHT;0.000
2377;925;VINO ESCORIHUELA GASC MAL;9499.990
2515;926;CAJA DE REGALO BONDIOLA;0.000
5143;927;VINO ENCUENTRO MALBEC;12999.990
0;928;GALL  FARGO MIX CERE Y DOBLE S;35.000
0;929;BISCUIT SIN TACC;0.000
3081;930;ESCABECHE DE PAVO BERJEL;0.000
3082;931;ESCABECHE DE NUTRIA BERJEL;0.000
3083;932;ESCABECHE DE CONEJO BERJEL;0.000
3084;933;ESCABECHE CARPINCHO BERJEL;0.000
3885;934;TAPA PASC SIN TACC ORALI;3099.990
0;935;CHIPS DE CHOCO SIN TACC;0.000
0;936;VINO NORTON CHARD-SAMILLON;0.000
3085;937;ESCABECHE VIZCACHA BERJEL;0.000
3086;938;ESCABECHE DE LIEBRE BERJEL;0.000
2149;939;VINO NORTON ROSADO MIL ROSA;3999.990
3088;940;ESCABECHE DE CIERVO BERJEL;0.000
4968;941;RECARGA FINAS HIERBAS;0.000
0;942;TAPA EMP/PASC P/CELIACOS;0.000
2151;943;VINO NORTON MALBEC DOC;5999.990
2152;944;VINO NORTON ROBLE CABERNET;5699.990
1403;945;MERM DAMASC LIGHT ESNAOLA;0.000
3089;946;ESCABECHE DE JABALI BERJEL;0.000
1404;947;MERM DURAZ LIGHT ESNAIOLA;0.000
3087;948;ESCABECHE DE CHIVITO EL BER;0.000
2593;949;CERV BLEST SCOTCH LATA;3799.990
2308;950;GALLET BIZANTINA MARINERAS;0.000
2053;951;*3 CAJA CRUDO CON PRENSA;98000.000
4032;952;REGGIANITO SAN FRANCISCO;27599.990
5201;953;TABLA EUCALIPTO PICADA N 23;24999.990
5202;954;TABLA EUCALIPTO OVAL 2 ASAS;19699.990
3205;955;MERM ARAND LOS CAROLINOS;3899.990
5203;956;TABLA EUCALIPTO LECHONERA;35499.990
3305;957;MERM FRUT ROJ LOS CAROLINOS;3899.990
0;958;BUDINES POUND CAKE;100.000
2034;959;VINO LOPEZ TINTO;0.000
0;960;CAJA CRUDO CON PRENSA 2;0.000
0;961;CRACKERS SIN TACC;4200.000
0;962;GALLETITAS MANI SIN TACC;0.000
0;963;PROMO JUGOS;0.000
2376;964;VINO FAMILIA GASC CAB;5999.990
2375;965;VINO FAMILIA GASC MAL;5999.990
5111;966;TABLA EUCALIPTO GARRAFITA;24599.990
5200;967;TABLA EUCALIPTO PICADA N 22;21999.990
2153;968;VINO NORTON ROBLE SAUVIGNON;0.000
2516;969;CAJA DE REGALO COMBO PICADA;0.000
0;970;YOGURISIMO FIRME;110.000
0;971;YOGUR SER FIRME;110.000
0;972;REGGIANITO ESTACIONADO;0.000
4028;973;REGGIANITO LIGHT;0.000
0;974;CASANCREM LIGHT POTE X 320G;300.000
0;975;SMARTWATER 1.5 LTS;2300.000
0;976;FLAUTA QUESO;0.000
0;977;FLAUTA RUSTICA EL DESPACHO;0.000
0;978;PAN LACTAL GRANDE DIET;3900.000
2514;979;CAJA DE REGALO JAM. CRUDO;0.000
3192;980;GRISINES BLANCO ZIGRINATO;0.000
2164;981;VINO STA JULIA CAB.SAUVIGNO;5699.990
2166;982;VINO STA JULIA CHENIN DULCE;6699.990
2160;983;VINO STA JULIA RESERVA MALB;8199.990
2162;984;VINO STA JULIA MALBEC;5699.990
0;985;RECORTES DE FIAMBRES;9000.000
1250;986;ALF MAICENA LA BUSTINCER;2199.990
0;987;FLAUTA MULTICEREAL EL DESPACHO;0.000
2511;988;CONFIT. FRAMBUESA EL BOLSON;14999.990
0;989;PROMOCION 6;8299.990
0;990;PROMOCION 7;6699.990
2158;991;CHAMPAGNE NORTON EXTRA BRUT;3299.990
0;992;PAN DE HAMB DHARMA;1800.000
4450;993;PIZZETAS CASERAS;60.990
0;994;PALITOS DIMAX SIN TACC;0.000
5167;995;EST. ESP STA JULIA + 2 COPAS;0.000
0;996;MANI SIN TACC;0.000
4956;997;MOLINILLO AL WOCK;6899.990
0;998;GRISINES MATEROS;1600.000
0;999;GRISINES SABORIZADOS;2000.000
5166;1001;EST.CART LUIGI BOSCA DE SANGRE;3999.990
2571;1002;CERV GAUCHO GOLDEN PAMPA;0.000
0;1003;TAPA EMP NATUZEN;0.000
2572;1004;CERV GAUCHO IPA BRUTA;0.000
0;1005;SALCHICHAS GRANJA IRIS X 6;110.000
0;1006;COCA COLA X 2 L. RETORNEBLE;130.000
0;1007;PAN BOLLOS MULTICEREAL;0.000
0;1008;PAN DE CAMPO EL DESPACHO;0.000
0;1009;TOSTADAS SER;80.000
5193;1010;EST MAD RUTINI APART BLEND;91599.990
5120;1011;EST. CARTON TRUMPETER CABER;12099.990
3196;1012;TORTILLAS VENEZIANA;1059.990
0;1013;GALLETAS NUTRESAN;0.000
0;1014;PIZZETAS INDIVIDUAL;0.000
2329;1015;VINO NINA CABERNET;7599.990
2299;1016;FERNET BRANCA MENTA X 750;18999.990
2009;1017;BORGHETTI X 700;16999.990
2524;1018;CERV B  ROJA FLORAL X 660;0.000
2530;1019;CERV. B ROJA FLORAL X 330;0.000
2538;1020;CERV.WEIDMANN NEG.TRIG LATA;0.000
0;1021;CEPITA X 1.5 LTS;110.000
2366;1022;VINO ROCKY CAB;5099.990
0;1023;CERV ANDES PORRON;135.000
5060;1024;ESPUMANTE COSECHA TARDIA;0.000
3186;1025;MEDIALUNAS X 3 U ARTESANALES;2099.990
5146;1026;EST.CARTON TRUMP CAB.SAUVIN;21999.990
2109;1027;VINO S.FELIPE ROBLE CHARDON;0.000
2121;1028;VINO S.FELIPE ROBLE MERLOT;0.000
5191;1029;EST CART CAB LOS ALAMOS X 2 U;19999.990
5190;1030;EST CART MALB LOS ALAMOS X 2 U;9399.990
3036;1031;QUESO CREMA DESC FESTA;3299.990
3620;1032;RICOTTA DON FELIPE;0.000
3010;1033;MORRON FCO OLIFAZA X 140 GRS;69.990
5189;1034;VINO LOS ALAMOS CABERNET;8799.990
5188;1035;VINO LOS ALAMOS MALBEC;8799.990
0;1036;MANI FR MANIJA X BOLSA;0.000
0;1037;PALITO SALADO MANIJA X BOLSA;0.000
0;1038;BON AQUA X 1.5 L;65.340
0;1039;MASAS FINAS;0.000
2542;1040;CERV. B ROJA TRIGO X 330 ML;0.000
2566;1041;CERV B ROJA TRIGO X 660 ML;0.000
0;1042;PAPAS JULICROC SIN TACC;0.000
4490;1044;PAN DULCE BIMBO C/FRUT X 400 G;0.000
1080;1045;MIX DE FRUT PATAGONICO;22799.960
2240;1046;VINO FINCA PEDRIEL CABERNET;13499.990
2241;1047;VINO FINCA PEDRIEL MALBEC;13499.990
3802;1048;TAPA EMP MIX DE SEMILLAS;2699.990
4059;1049;ROQUEFORT PAULINA;0.000
1035;1050;CASTANAS DE CAJU;37199.960
0;1051;PRETZALEJ;0.000
0;1052;BARRITA DE ARROZ PARA CELIA;12.000
0;1053;TOSTADAS VAL MAIRA;0.000
0;1054;CONITOS RICARDITO;21.000
5195;1055;VINO ENCUENTRO CABERNET;12999.990
2534;1056;CERV. B ROJA DIABLA X 660;0.000
0;1057;FIDEOS FRESCOS S/GLUTEN;75.000
0;1058;TUTUCAS SIN TACC;0.000
3199;1059;TORTA DE LIMON VENEZIANA;0.000
3198;1060;TORTA DE NARANJA VENEZIANA;0.000
0;1061;BOLSA CABA 50 MIC;0.000
0;1062;NUECES CONFITADAS;0.000
0;1063;PROMO 22;9499.990
0;1064;ALFAJOR DE ARROZ EL CACHAFA;0.000
0;1065;CERV ANDES RUBIA LATA;2850.000
0;1066;CERV ANDES VARIEDAD LATA;0.000
3035;1067;QUESO CREMA FESTA;3299.990
0;1068;MEDIALU X 3 U;0.000
3103;1069;AJO PICADO EN AC DE GIRASOL PI;4899.990
0;1070;TABLA DIA DEL AMIGO PROMO;0.000
0;1071;PROMO PALETA Y QUESO;4899.990
1059;1072;RISTRA DE HIGO CON NUEZ;0.000
1058;1073;TORTA DE HIGO CON NUEZ;0.000
0;1074;PAPAS SAB ASADO P/CELIACOS;0.000
5118;1075;EST.TRUMPETER RES MALBEC;18499.990
0;1076;PAN LACTAL GRANDE BIMBO;0.000
0;1077;PAN LACTAL CHICO BIMBO;35.990
0;1078;CRACKINES;2000.000
4949;1079;MOLINILLO DEL ASADOR;6999.990
0;1080;PAN LIGHT CHICO BIMBO;0.000
0;1081;PAN LIGHT GRANDE BIMBO;0.000
0;1082;RAPIDITAS BIMBO;0.000
