"Cód Admin";"Cód Suc";"Desc";"Precio"
0;1083;MEDIALUNAS FARGO;0.000
0;1084;PEBETES FAR PAN;0.000
0;1085;PAN P/PANCHO Y HAMB.BIMBO;0.000
0;1086;HARINAS S/GLUTEN;0.000
0;1087;NATUPAN VAL MAIRA;3800.000
0;1088;PRODUCTO S/GLUTEN;0.000
0;1089;ARTICULO S/GLUTEN;10.000
0;1090;BON AQUA X 2 L;145.000
3615;1091;RICOTTA LA NINA;4499.990
0;1092;PAN NATURAL BIMBO;0.000
1057;1093;CACCIOCAVALLO MANJARES;0.000
0;1094;PROMO ESCOLAR;0.000
2539;1095;CERV.WEIDMANN RUB.TRIGU LATA;0.000
0;1096;PAN MULTICEREAL CHICO;1460.000
0;1097;RAPIDITAS BIMBO LIGHT;0.000
1061;1098;QUESO DE OVEJA PECORINO;99999.990
0;1099;PRE MEZCLA DELICEL X 500G;0.000
0;1100;SMARTWATER 591 CC;950.000
4804;1101;AC.VDE FCO DESC X 700 G;10999.900
0;1102;MILANESAS DE SOJA SIN TACC;0.000
4108;1103;FONTINA DON FELIPE;0.000
2136;1104;VINO SAN FELIPE CHARDONAY;0.000
2138;1105;VINO SAN FELIPE MALBEC;4399.990
0;1106;PEPSI X 500 CC;0.000
3189;1107;PAN LACTEADO CHICO VENEZIANA;2099.990
3188;1108;PAN INTEGRAL VENEZIANA;2299.990
0;1109;CERVEZA LATA IMPERIAL;115.000
0;1110;AQUARIUS X 2.25 L;145.000
1014;1111;ANANA CUMANA X 565 GRS;4999.990
0;1112;YOGURISSIMO CON CEREALES;125.000
0;1113;PAN DE CAMPO MULTI EL DESPACHO;0.000
0;1114;GALLETAS COLEGIAL SMAMS;0.000
0;1115;PAN FARGO ALM Y SEMILLAS;165.000
2314;1116;CAMPARI;11699.990
2674;1118;BAT.C/CHOCO ESNAOLA LATA X;6499.990
2565;1119;CERV GAUTHER SIN T.A.C.C;0.000
3506;1120;LECHE LS SACHET ENTERA;1599.990
0;1121;FLAN SER PACK X 2;75.000
0;1122;PAN LACTAL RENDIDOR CH;0.000
0;1123;CALDOS SIN TACC;0.000
3053;1124;BARRA CON PROVENZAL;5899.900
0;1125;CERVEZA PORRON ISENBECK;90.000
1440;1126;TOMATE PERITA SIN SAL CORMILLO;0.000
0;1127;CERVEZA LATA ISENBECK;110.000
0;1128;CERVEZA LATA WARSTEINER;3250.000
1741;1129;PATE CHAMP BOCATTI;1899.990
0;1130;PAN RALLADO DIMAX SIN TACC;0.000
0;1131;AQUARIUS X 500 CC;1700.000
0;1132;AQUARIUS 1.500 CC;2250.000
0;1133;PAN ARABE BIMBO;0.000
0;1134;ENVIO;0.000
0;1135;PAN LIVIANO CHICO BIMBO;0.000
0;1136;TABL.CORAZ COCIDO Y CRUDO;23499.990
0;1138;TOSTADITAS SABORIZADAS;0.000
2135;1139;VINO NORTON DOC ESTUCHE;8499.990
0;1140;BAGUETIN GRANDE;0.000
0;1141;PAN LACTAL BCO TIPO CAMPO;0.000
1740;1142;PATE PIMIENTA BOCATTI;1999.990
0;1143;BON AQUA;50.000
2834;1144;NACHOS KETCHUP;0.000
0;1145;BAGEL BCO C/SESAMO EL DESPACHO;0.000
0;1146;TABL.CORAZ LOMITO Y SALAMIN;24999.990
0;1147;PAN DE PANCHO BIMBO;0.000
0;1148;PAN LACTAL SALV TIPO CAMPO;0.000
5157;1149;CHAMP.F LA LINDA EXT BRUT;9499.990
5153;1150;EST.CART. F LA LINDA EXT BR;0.000
1737;1151;PATE JAMON BOCATTI;1999.990
0;1152;2DO AL 50;0.000
0;1153;COCA COLA COFEE X 220 CC;40.000
3588;1154;VINO EMILIA DULCE NATURAL;6099.990
0;1155;SALAME MERCEDINO;0.000
0;1156;ALFAJOR AMARATOTTO;0.000
0;1157;PROVENZAL SIN TACC;0.000
4959;1158;MOLINILLO INFIERNO;6999.990
0;1159;CERVEZA HEINEKEN LATA X 473;3700.000
2675;1160;MEMB. ESNAOLA LATA X 700 G;7299.990
2330;1161;VINO NINA MALBEC;7599.990
2196;1162;VINO PRIV J RUBIO MALBEC;8899.990
1307;1163;ALFAJOR HAEDO;799.990
2013;1164;VINO NORTON TTO COS.TARDIA;183.990
0;1165;CERVEZA SCHNEIDER LATA X 47;90.000
0;1166;PIMENTON SIN TACC;0.000
4955;1167;MOLINILLO MIX DE PIMIENTAS;7699.990
2519;1168;CERV. B ROJA IPA  X 330 ML;0.000
4910;1169;BERENJENAS CASERAS;26499.900
2205;1170;VINO FINCA GABRIEL COSECHA;5999.990
0;1171;PAN DE CAMPO;1000.000
0;1172;PIONONO BIMBO;0.000
0;1173;PAN MINI CAMPO;120.000
2119;1174;VINO SAN FELIPE ROBLE TEMPR;0.000
2517;1175;MERM.DURAZ C MICO;7299.990
0;1176;CERVEZA STELLA ARTOIS PORRO;135.000
3307;1177;MERM. TOMATE LOS CAROLINOS;3599.990
2312;1178;MERM. MEMB LIGHT CORMILLOT;2499.990
0;1179;CERVEZA QUILMES LATA X 473;85.000
1315;1180;ALFAJOR CHOC BCO CACHAFAZ;2099.990
2313;1181;GALLET BIZANTINA AVENA;0.000
1317;1182;CONITOS CHOC CACHAFAZ;1799.990
0;1183;ADEREZO TAU DELTA;0.000
0;1184;PAN RUSTICO ART GRANDE VAL MAI;0.000
0;1185;PAN PANCHO Y HAMB NATURAL BREA;60.000
1738;1186;PATE CLASICO BOCATTI;1899.990
0;1187;FIDEOS D ROSA PENNE SIN TACC;0.000
3824;1188;SALSA NAPOLITANA VANOLI;1899.990
0;1189;YOGURT FIRME DAHI;0.000
4951;1190;MOLINILLO PESCADOS SIN SAL;6899.990
2076;1191;ESTUCHE STA JULIA+BOTELLA;5299.990
3823;1192;SALSA PORTUGUESA VANOLI;1899.990
0;1193;FIDEOS D ROSA FUSILLI SIN TACC;0.000
3078;1194;ZAPALLO EN ALMIBAR EL CELTA;4499.990
1467;1195;BATATA EN ALMIBAR EL CELTA;4499.990
3076;1196;MAMON EN ALMIBAR EL CELTA;4699.990
1469;1197;HIGO EN ALMIBAR EL CELTA;0.000
3075;1198;ARANDANO EN ALMIBAR EL CELT;0.000
4953;1199;MOLINILLO PIM. NEGRA;7699.990
0;1200;FIDEOS D ROSA SOPA SIN TACC;165.000
0;1201;CEPITA X 1 L.;110.000
0;1202;YOGURISIMO ENT X 2 U;110.000
4958;1203;MOLINILLO PIM. VERDE;7699.990
0;1204;SALAME CHACARERO EL ITALIANO;0.000
4957;1205;MOLINILLO POLLITOS SIN SAL;6899.990
4963;1206;RECARGA INFIERNO;6049.990
4964;1207;RECARGA PIM.VERDE;6699.990
0;1208;CANONCITO DDL;0.000
2541;1209;CERV B ROJA DIABLA  X 330 ML;0.000
4965;1210;RECARGA POLLITOS SIN SAL;0.000
0;1211;BAGEL MULTI VEGGIE EL DESPACHO;0.000
3797;1212;ACEITE DE OLIVA ESTANCIA SA;0.000
1305;1213;BOMBA DDL LA ALDEA;0.000
4966;1214;RECARGA AL WOCK;0.000
0;1215;GALLETITAS CANVAS;90.000
4967;1216;RECARGA MIX DE PIMIENTAS;6699.990
0;1217;PAN RENDIDOR CON SALVADO;0.000
2385;1218;PAN HAMB ESF DE PAPA;0.000
0;1219;SALSAS P. LUJAN;0.000
0;1220;PEPSI LATA;0.000
2239;1221;VINO LUIGI BOSCA CABERNET;12999.990
0;1222;PAN BIMBO OROWET X 600 GRS;0.000
0;1223;SPRITE X 2.25 L;4350.000
4969;1224;RECARGA PIM. NEGRA;6699.990
1249;1225;ALF LIMON LA BUSTINCERA;2399.990
0;1226;PAN DE CAMPO GRANDE;6000.000
2233;1227;VINO CRUZ ALTA CABERNET SAU;6999.990
0;1228;PAN ARABE PITAS;0.000
2029;1229;MERM.HIGO S/AZUCAR CORMILLO;3399.990
3795;1230;ACEITE DE OLIVA EXT VIR BACHEL;0.000
0;1231;CERVEZA WARSTEINER;120.000
2533;1232;CERV. B ROJA FRUTAL X 330;0.000
0;1234;FIDEOS D ROSA MONO SIN TACC;0.000
5159;1235;EST.MADERA LUIGI BOSCA X 2;3059.990
5160;1236;EST.MADERA LUIGI BOSCA X 3;4079.990
0;1237;PRE PIZZAS;0.000
2528;1238;CERV. B ROJA LAGER X 330;0.000
2531;1239;CERV. B ROJA LIMON;0.000
2238;1240;VINO LUIGI BOSCA MALBEC;12999.990
0;1241;CERVEZA GROLSCH;125.000
0;1242;COCA COLA ZERO X 2.25L;5100.000
2082;1243;VINO EMILIA MALBEC;5999.990
2083;1244;VINO EMILIA MALBEC ROSE;5999.990
2558;1246;CERV. BAVARIA GOLD 8.6;0.000
0;1247;VINO LUIGI  BOSCA MAL DOC;0.000
2555;1248;CERV.BAVARIA RED 8.6;0.000
0;1249;CERVEZA BRAHMA;135.000
2529;1250;CERV. B ROJA NEGRA X 330;0.000
0;1251;CERV. BARRIL HEINEKEN X 5 L;185.000
4054;1252;BARRA CON ALBAHACA;5899.900
0;1253;CERV. MILLER LATA;2800.000
0;1254;PAN DHARMA CHICO;2900.000
0;1255;FIDEOS D ROSA CASERITOS SIN TA;0.000
0;1273;ALFAJOR RECOLETA;0.000
1739;1274;PATE PANCETA BOCATTI;1999.990
5192;1275;VINO TRUMPETER MALBEC/SYRAH;0.000
0;1276;CERV IMPERIAL IPA;130.000
3185;1277;PAN DE CAMPO VENEZIANA X 400 G;2599.990
0;1278;GALLETITAS DELICEL SIN TACC;2300.000
0;1279;BUDIN ANGIOLA SIN TACC;0.000
4026;1280;SARDO LA PAULINA;0.000
0;1281;CREMA LS X 500 CC;4350.000
0;1282;BUDIN RELL DDL SIN TACC;0.000
5034;1283;CONDIMENTOS APTOS CELIACOS;0.000
4045;1284;LEVADURA ORALI;8999.990
0;1285;CRACKERS DULCES DE GRASA SIN T;0.000
2367;1286;VINO ROCKY MALB;4699.990
0;1287;PAPAS SAB CREMA Y CIBU SIN TAC;0.000
0;1288;GRISINES SMAMS;0.000
2386;1289;PAN HAMB ESF PAPA Y QUESO;0.000
0;1290;MORRONES ASADOS;0.000
5145;1291;VINO RUTINI CAB FRANC;23999.990
0;1292;CERV LATA IMP X 1 L;120.000
4975;1293;EST. CART ZUCCARDI Q MALBEC;19999.990
2157;1294;CHAMP LOS ALAMOS EXTRA BRUT;16599.990
5066;1295;VINO TRUMP RES PINOT NOIR;0.000
5187;1296;VINO CAB SAINT FELICIEN;13499.990
0;1297;ALFAJOR SIN CULPA BANADO;850.000
5186;1298;VINO MALB SAINT FELICIEN;13599.990
0;1299;TOSTADAS DE ARROZ;0.000
3610;1300;RICOTTA DE CABRA;0.000
2379;1301;VINO ESCORIHUELA GASC CAB;9499.990
4036;1302;LA VASCHETTA;0.000
0;1303;PAN BLANCO ORIGINAL;68.000
4457;1304;MADALENAS C/CHIPS VENEZIANA;0.000
4455;1305;MADALENAS VAINILLA VENEZIANA;0.000
0;1306;ALFAJOR CALIENERGY;65.000
0;1307;CERV LATA BRAHMA;80.000
4456;1308;MADALENAS D DE LECHE VENEZIANA;0.000
0;1309;CERV LATA STELLA ARTOIS;135.000
0;1310;PROMO BOCATTI Y QUESO;9199.990
3798;1311;PACK MIX ACEITES ZUCCARDI;0.000
2548;1312;CERV. B ROJA LAGER X 660;0.000
4458;1313;MADALENAS LIMON VENEZIANA;0.000
2189;1314;ESP STA JULIA CLASSIC CUVEE;11599.990
0;1315;PAN DE PANCHO Y HAMB OFERTA;65.000
0;1316;HOLANDA LACTEOS PREMIUM;0.000
0;1317;CERV IMPORT X 500 ML;99.000
0;1318;TABLETA VAUQUITA SIN TACC;0.000
4805;1319;PICKLES FCO X 1 KG;8299.990
0;1320;BARRITA DE GRANOLA;16.000
0;1321;BARRITA DE ARROZ VAUQUITA;0.000
0;1322;CERVEZA GROLSH LATA X 473 M;140.000
4913;1323;POROTOS EN ESCABECHE;25999.900
3187;1324;PAN DE PANCHO VENEZIANA;1499.990
0;1325;TOSTAZOS;1400.000
1089;1326;PEPATO DE CABRA LA HUERTA TAMB;0.000
0;1327;PEPAS SMAMS;2500.000
2342;1328;VINO TRUMPET RESERVE VIOGNI;0.000
0;1329;PAN SALV GDE T GUIS;0.000
0;1330;YOGURT DAHI CON FRUTAS;0.000
3077;1331;NARANJAS EN ALMIBAR;4499.990
0;1332;CUADRADOS ON TRACK;0.000
0;1333;PAN FARGO R.FINAS CHICO LACTEA;130.000
0;1334;POR SALUT PAULINA X MEDIA H;10999.990
0;1335;BUDIN CON CHIPS DE CHOCO SIN T;100.000
5117;1336;VINO S. FELIPE ROBLE ROSE MAL;5399.990
0;1337;PAN DE CENTENO VAL MAIRA;3000.000
2156;1338;CHAMP BRUT NATURE SAINT FELICI;8399.990
1095;1339;BARRA CON AJI;23399.900
0;1340;CHIPS;3670.000
0;1341;PAN GDE TIO GUIS;0.000
0;1342;CERV PACK X 6 OFERTA 2;720.000
0;1343;PAN CHICO TIO GUIS;0.000
0;1344;ALFAJOR DON SALV. BLAN/NEGR;32.000
2302;1345;GALL.DE ARROZ DULCES;1449.990
0;1346;ALFAJORES VAL MAIRA;1300.000
0;1347;PAN ARABE FARGO;65.000
0;1348;CERV PACK X 6 OFERTA 1;480.000
2573;1349;CERV GAUCHO SCOTTISH FIERA;0.000
0;1350;BAGUETTES CHICOS;1200.000
0;1351;PAN SACAAN MULTICEREAL;0.000
0;1352;PAN ESTILO CASERO;0.000
3601;1353;PAN HAMB PAPA PAZZI;3299.990
3600;1354;PAN HAMB PAPA C/Q PAZZI;4199.990
0;1355;TORTILLINAS FARGO;158.000
2287;1356;VINO LA VUELTA MALBEC;4499.990
4976;1357;EST. CART. ALAMBRADO MALBEC;11599.990
0;1358;CRISPPINO SABORIZADO;0.000
2279;1359;VINO BENJAMIN COSECHA TARDI;4699.990
0;1360;CERV. FRANZISKANER;65.000
2159;1361;CHAMPAGNE STA JULIA EXT.BRU;0.000
2070;1362;PACK DOBLE UNO STA JULIA;0.000
5151;1363;EST. CART LUIGI BOSCA CABER;5999.990
0;1364;PAN SEMILLADO TIO GUIS;180.000
0;1365;TORTA ROSARINA;0.000
0;1366;AGUA KIN  X 1.5 L;75.000
0;1367;PAN SALV CHICO TIO GUIS;105.000
0;1368;CEPITA FRESH;110.000
0;1369;SEVEN UP X 2;0.000
2526;1370;CERV. B ROJA LIMON X 660;0.000
0;1371;DANETTE PACK;150.000
0;1372;ACTIVIA PACK;200.000
2198;1373;VINO PRIV J RUBIO CAB FRANC;5599.990
0;1374;AGUA X 2.25 L;1500.000
2549;1375;CERV. B ROJA NEGRA X 660;0.000
2286;1376;VINO LA VUELTA SAUV.BLANC;0.000
1055;1378;MIX ENERGETICO;12599.900
0;1379;GALL FARGO PACK MIX DE CER Y S;0.000
2525;1380;CERV. B ROJA VERDE X 660;0.000
2020;1381;SOJA TEXT. SABOR CARNE;1999.990
2019;1382;SOJA TEXT. SABOR POLLO;1999.990
0;1383;PAN SUPER PANCHO;0.000
0;1384;PAN USUA;0.000
3037;1385;CERV. HOEGARDEN;0.000
3112;1386;SALCHICHAS FRIOLIM X 6 U;1699.990
2224;1387;VINO L. BOSCA DE SANGRE RED BL;13599.990
0;1388;CERV. NEGRA MODELO;110.000
0;1389;COCA LATA X 354 ML;2100.000
0;1390;CERV. PATAGONIA X 355 ML;1700.000
3945;1391;CREMOSO DE CABRA;41999.990
4109;1392;PROVOLETA DE CABRA;0.000
4018;1393;SARDO DE CABRA;0.000
4869;1394;AJIES DESP OLIF X 130 G;4299.900
1458;1395;DULCE DE LECHE DE CABRA;0.000
0;1396;MEMB CON NUEZ;0.000
0;1397;CERV. PATAGONIA X 473;3400.000
0;1398;CERV. PATAGONIA X 730;235.000
0;1399;PAN RUSTICO;4800.000
0;1400;FIDEOS SIN GLUTEN;60.000
0;1401;GALLETAS DE ARROZ MOLINO DE;2000.000
0;1402;GALLETITAS TIA MARUCA;80.000
2242;1403;ESP SAN FELIPE EXT DULCE;7499.990
1991;1404;PIZZETAS MALU;2399.990
2243;1405;ESP SAN FELIPE EXTR DULCE ROSE;0.000
0;1407;PAN LACTAL SALV,CHIA Y LINO CH;3000.000
0;1408;CERVEZA CORONA X 710 CC;5200.000
2137;1409;VINO SAN FELIPE CABERNET;4399.990
5172;1410;VINO TRUMP RES TORRONTES;0.000
2100;1411;VINO STA JULIA LATA CHENIN DUL;3199.990
0;1412;CERV STELLA ARTOIS X 269 ML;70.000
2208;1413;VINO TRUMP RES DOUX;0.000
0;1414;PEBETES DE SALVADO;0.000
2601;1415;CYNAR;11599.990
2301;1416;GALL. DE ARROZ CON SAL;1449.990
2303;1417;GALL. DE ARROZ SIN SAL;1449.990
0;1418;PIONONO VAL MAIRA;0.000
5164;1419;VINO LA LINDA CHARDONAY;0.000
2341;1420;VINO TRUMPETER SYRAH;0.000
3519;1421;LECHE DESLACTOSADA;2699.990
0;1422;PAN SANDWICH FARGO;0.000
0;1423;MINI TABLITAS;42.000
0;1424;LEVITE X 500 ML;20.000
0;1425;PAN ARABE SHARK;87.000
0;1426;PAN ARABE SHARK MINI;90.000
2324;1427;MERM DIET FRUTI C MICO;8299.990
3905;1428;MOZZA AHUMADA D AURORA X 500;0.000
0;1429;BOCADITO DE CHOCOLATE;10.000
0;1430;CREMA LS X 330 CC;160.000
0;1431;PAN SACAN INTEG.CHICO;0.000
0;1432;MAR DEL PLATA X MEDIA HORMA;12799.990
0;1433;MOZZARELLA X 1/2 HORMA;7399.990
0;1434;PAN DHARMA PAMPEANO;3100.000
0;1435;SARDO OFERTA X 1/2 HORMA;9599.990
0;1436;COCA COLA LIGHT LATA;50.000
4300;1437;ALMOHADITAS RELLENAS CHOCO BCO;0.000
2228;1438;VINO TRUMP CAB FRANC;8599.990
4301;1439;ALMOHADITAS RELLENAS LIMON;0.000
0;1440;PAN MULTI DHARMA;4000.000
1321;1441;BERENJ X 350 AL ESCABECHE;5849.990
0;1442;POSTRE SER;75.000
0;1443;PAN CASERO REDONDO VAL MAIR;150.000
0;1444;PAN SALVADO PYC VAL MAIRA;140.000
0;1445;MIEL SAN JACINTO X 250;0.000
0;1446;MIEL S JACINTO X 500 GRS;0.000
0;1447;MIEL S JACINTO X 1 K;0.000
0;1448;VINO N.CORREA PART.LIMITADA;49.500
0;1449;CUADRADOS SABORIZADOS;0.000
0;1450;PAN MULTI DON YEYO;0.000
2532;1451;CERV. B ROJA VERDE X 330;0.000
3516;1452;CREMA LS;2399.990
4061;1453;BARRA PAULINA SABOR INTENSO;21599.900
0;1454;CREMONA CHICA;175.000
5035;1455;CHAMP.N.CORR EXT BRUT ROSE;90.990
0;1456;YOGURISIMO ENT X U;140.000
0;1457;VINO HEREFORD EJEMPLAR TTO;7000.000
0;1458;VINO HEREFORD EJEMPLAR MALB;16800.000
0;1459;VINO HEREFORD EJEMPLAR CABE;0.000
0;1460;CREMONA GRANDE;420.000
0;1461;SALSA FINLANDIA;195.000
2527;1462;CERV. B ROJA FRUTAL X 660;0.000
3906;1463;MOZZA C/JAMON DONA AURORA X500;0.000
0;1464;COCA COLA X 2L. LIGHT RET;130.000
2574;1465;CERV GAUCHO STOUT PARDA;0.000
0;1466;LECHE SACHET CON HIERRO;70.000
5150;1467;EST. CART LUIGI BOSCA MALBE;22999.990
0;1468;VAINILLAS STA. MARIA;65.000
0;1469;PAN TIPO ARTESANO BIMBO;0.000
0;1470;GALLETAS TIPO MARINERAS VALMAI;1400.000
0;1471;LIMU DE ARROZ;900.000
0;1472;CERVEZA KUNSTMAN PORRON;130.000
0;1473;BIRRA MORETTI PORRON;0.000
5156;1474;VINO LA LINDA CABERNET;7799.990
0;1475;CINDOR X 250 CC;2600.000
0;1476;BAGGIO LATTE X 1 L;0.000
0;1477;FIDEOS DE ARROS;75.000
0;1478;FIDEOS SECOS;60.000
0;1479;PAN SACAAN INTEG. GDE;0.000
0;1480;ALFAJOR BIMBO X 12 UNIDADES;0.000
0;1481;PAN DULCE CON CHOCOLATE FAR;3800.000
0;1482;PAN DULCE FARGO X 400 GRS;3400.000
0;1483;PAN ARABE SIN SAL VAL MAIRA;0.000
0;1484;CERVEZA QUILMES NEGRA;50.000
0;1485;Q RALL SAN JAVIER X 80 GRS;0.000
0;1486;QUESO RALL SAN JAV X120 G;0.000
0;1487;BIZCOCHOS DE ARROZ DULCES;0.000
0;1488;PAN FARGO GRANDE RODAJAS FI;4700.000
0;1489;TOSTADAS DE ARROZ S/GLUTEN;1400.000
0;1490;SPEED;17.500
0;1491;TORTILLINAS DON YEYO;22.000
0;1492;GALLETAS CON OMEGA 3-6-9;32.000
0;1493;MANTECA LA SERENIS.LIGHT;250.000
0;1494;YOGURT BEBIBLE X 185 CC;4100.000
0;1495;YOGURT SER FRUTAS Y CEREALE;140.000
0;1496;PAPAS FRITAS LE.Q;11.990
0;1497;LECHE LARGA VIDA BOTELLA X;110.000
0;1498;POSTRE SERENITO;1950.000
0;1499;POSTRE SERENITO CONFITES;2800.000
4831;1500;AC VDE DESC VANOLI X 330 G;0.000
3195;1501;GRISINES CLASICO BLANCO;1399.990
4498;1502;PAN DULCE C/CHIPS ORALI;0.000
0;1503;ADES ALM X 1LTS;0.000
0;1504;GALLETAS S/AZUCAR NUTRESAN;0.000
0;1505;COCA COLA LIGHT X 1,75 L;0.000
4978;1506;EST ESC GASCON RES MALBEC;25499.990
4974;1507;EST ESC X 2 MALB/CAB;17999.000
4973;1508;EST MAD ESCOR MEG;83999.990
0;1509;JAM BOCATTI  X 1/4;26399.960
0;1510;POCHOCLOS SIN TACC;0.000
0;1511;COCTEL DE FRUTAS X 820;0.000
2292;1512;VINO BENJAMIN ROSADO DULCE;4599.990
2129;1513;VINO EST MEND RES MALBEC;8499.990
0;1514;BARRITA SIN CULPA;0.000
0;1515;BARRA DE CHOCO ARTESANAL;0.000
0;1516;PEPAS X 200 GRS;0.000
4151;1517;Q DE CAMPO C/AJI;0.000
4153;1518;Q DE CAMPO C/CHIMI;0.000
4150;1519;Q DE CAMPO C/HIERBAS;0.000
0;1520;ADES X 1 L;0.000
3014;1521;QUESO DE CABRA CHEVROTIN;0.000
4154;1522;Q DE CAMPO C/PIMENTON;0.000
4152;1523;Q DE CAMPO C/PIMIENTA;0.000
0;1524;PAN VEGANO;0.000
4760;1525;AC.VDE CON ROQUEFORT;44999.900
0;1526;CBSE X 500 G;0.000
0;1527;BOMBON DE FRUTA;0.000
0;1528;AC.VDE.PREM OLIF X 200 GRS;0.000
0;1529;CONO DE CHOCOLATE;0.000
0;1530;MIEL CON MIX;0.000
0;1531;MIEL CON NUEZ;0.000
0;1532;MIEL CON NUEZ Y ALMENDRAS;0.000
0;1533;MIEL CON ALMENDRAS;0.000
0;1534;MIEL CON ALM Y AVELLANAS;0.000
0;1535;PIMIENTAS;0.000
0;1536;COND ARROZ;0.000
0;1537;ROMERO;0.000
0;1538;TOMILLO;0.000
0;1539;LAUREL;0.000
0;1540;CHIMICHURRI;0.000
0;1541;AJO TRITURADO;0.000
0;1542;COMINO;0.000
0;1543;COCO RALLADO;0.000
0;1544;CANELA RAMA;0.000
0;1545;CANELA MOLIDA;0.000
0;1546;ALBAHACA;0.000
0;1547;SALSAS;0.000
0;1548;NUEZ MOSCADA;0.000
0;1549;PIMENTON LA PARME;0.000
0;1550;RICOTTA BASQUE;0.000
0;1551;TAPAS HERRADURA;0.000
0;1552;TAPAS HERRADURA ROTISERA;0.000
0;1553;MORRONES DURANG;0.000
0;1554;PAN LACT FARGO CHICO;220.000
0;1555;MOZZARELLA X HORMA;0.000
0;1556;PALETA OFERTA X HORMA;0.000
0;1557;JAMON COCIDO PROMO X HORMA;0.000
0;1558;BARRA PROMO X HORMA;0.000
0;1559;CREMOSO OFERTA X HORMA;0.000
2025;1560;VINO CH VIEUX MALBEC;11999.990
2038;1561;VINO CH VIEUX TINTO;12899.990
2021;1562;VINO LOPEZ CABERNET;4599.990
2046;1563;VINO LOPEZ DULCE NATURAL;5599.990
2027;1564;VINO LOPEZ MALBEC;3999.990
2040;1565;VINO MONTCH 5 ANOS TTO;15299.990
2026;1566;VINO RINCON FAMOSO ROSE;4299.990
2036;1567;VINO RINCON FAMOSO TTO;6099.990
2049;1568;VINO TRAF BCO DULC LATA X 310;2299.990
2030;1569;VINO VASCO VIEJO TTO;0.000
1670;1570;MOST A LA ANTIGUA X 360 G;5799.990
1671;1571;MOST A LA MIEL X 360 G;5699.990
1674;1572;MOST DIJON X 360 G;5999.990
1672;1573;MOST FIN HIERB X 360 G;3499.990
2374;1574;VINO ESC GASC RES MALBEC;12599.990
2800;1575;NACHOS DE HUMMUS MAIXANAS;0.000
2801;1576;NACHOS DE MAIZ MORADO MAIXANAS;0.000
3988;1577;MAGRO S/SAL MELINCUE;11799.990
3985;1578;POR SALUT LIGHT MELINCUE;11499.990
0;1579;CAST DE CAJU NATURALES;0.000
0;1580;PAN BIMBO LINO;0.000
0;1581;PAN BIMBO INTEGRAL;0.000
0;1582;EXTRACTO DE TOMATE;0.000
4095;1583;CHOCOLATADA MELINCUE;0.000
2346;1584;VINO TRUMP RES BLEND;11299.990
5169;1585;VINO ENCUENTRO CHARD;10299.990
2596;1586;COMBO FRAPPERA 1;34999.990
0;1587;COMBO FRAPPERA 2;91999.990
0;1588;COMBO FRAPPERA 3;0.000
0;1589;CAJA MADERA 1;0.000
0;1590;CAJA MADERA 2;0.000
0;1591;CAJA MADERA 3 CERVECERA;0.000
0;1592;JAM CRUDO ESF + MINI PRENSA;99999.990
0;1593;COMBO PICADITA 1;52999.990
0;1594;COMBO PICADITA 2;0.000
0;1595;TABLITA LOVE QUESOS;16299.990
0;1596;COMBO PREVI PARRI;48999.990
0;1597;CEREZAS GLASEADAS;0.000
0;1598;ALMEN CON CASCARA;0.000
0;1599;POWERADE X 1L;0.000
0;1600;SARDO OFERTA X HORMA;0.000
0;1601;BATATA X CAJON 5 KG;0.000
4237;1602;PAPAS CHEDDAR;28999.900
1673;1603;MOST ALEMANA X 360 G;5199.990
2369;1604;VINO TRUMPETER SAUV BLANC;0.000
2265;1605;VINO L BOSCA DE SANG MAL DOC;19599.990
0;1606;BUDINES DON SATUR;0.000
3233;1607;MORTADELA GIGANTE CALCHAQUI;0.000
0;1608;PAN BLANCO SIN GLUTEN VALMA;0.000
0;1609;PAN NEGRO SIN GLUTEN VALMA;0.000
0;1610;PAN ARTESANO CON SEMILLAS;0.000
4868;1611;ESPARRAGOS MORANDO X 220 G;9499.990
0;1612;JUGO DE ARAND X 500 ML;0.000
0;1613;HUEVOS DE CAMPO;0.000
0;1614;BATATAS RUSTICAS ALWA;0.000
0;1615;PAPAS RUSTICAS ALWA;0.000
0;1616;MORRONES X 360 G;0.000
4132;1617;QUESO ADLER AZUL;2599.990
4130;1618;QUESO ADLER FONTINA;2599.990
4134;1619;QUESO ADLER GRUYERE;2599.990
4133;1620;QUESO ADLER JAMON;2599.990
4131;1621;QUESO ADLER SALAME;2599.990
3016;1622;QUESO CREMATTO LIGHT MILKAUT;3399.990
3015;1623;QUESO CREMATTO MILKAUT;3399.990
4135;1624;ADLER DIP CHEDDAR Y BACON;0.000
4136;1625;ADLER DIP OLIVA Y JAMON;0.000
4099;1626;ROQUEFORT BAVARIA;26999.990
4091;1627;PROVOLONE STA ROSA;40999.990
3637;1628;DDL X 245 G MILKAUT;1999.990
3638;1629;DDL X 405 G MILKAUT;2799.990
4096;1630;CHOCOLATADA X 200 ML MILKAUT;1099.990
4125;1631;LECHE ENTERA MILKAUT X 1 L;1699.990
4142;1632;ILE DE FRANCE BRIE BLEU X 125;0.000
4140;1633;ILE DE FRANCE BRIE MINI X 5U;0.000
4141;1634;ILE DE FRANCE CAMEMBERT X 125;0.000
4143;1635;ILE DE FRANCE ROQUEFORT X 100;0.000
4094;1636;FONDUE ADLER SAB CHEDDAR;0.000
